step,3to0,1to0,4to1,0to1,2to1,5to2,1to2,0to3,4to3,1to4,3to4,5to4,2to5,4to5
0,1,1,1,1,2,1,0,1,1,1,0,0,1,1
1,0,1,1,1,2,1,0,1,1,1,0,0,0,1
2,0,1,1,1,2,1,0,1,1,1,0,0,0,1
3,0,1,1,1,2,1,1,1,2,1,0,1,0,1
4,0,1,1,2,2,1,1,1,2,1,0,1,0,1
5,0,1,1,2,2,1,1,1,2,1,0,1,0,1
6,0,1,1,2,2,1,1,1,2,1,0,1,0,1
7,0,1,1,2,2,1,1,1,2,1,0,1,0,1
8,0,1,1,2,2,1,1,1,2,1,0,1,0,1
9,0,1,1,2,2,1,1,1,2,1,0,1,0,1
10,0,1,1,2,2,1,1,1,2,1,0,1,0,1
11,0,1,1,2,2,1,1,1,2,1,0,1,0,1
12,0,1,1,2,2,1,1,1,2,1,0,1,0,1
13,0,1,1,2,2,1,1,1,2,1,0,1,0,1
14,0,1,1,2,2,1,1,1,2,1,0,1,0,1
15,0,1,1,2,2,1,1,1,2,1,0,1,0,1
16,0,1,1,2,2,1,1,1,2,1,0,1,0,1
17,0,1,1,2,2,1,1,1,2,1,0,1,0,1
18,0,1,1,2,2,1,1,1,2,1,0,1,0,1
19,0,1,1,2,2,1,1,1,2,1,0,1,0,1
20,0,1,1,2,2,1,1,1,2,1,0,1,0,1
21,0,1,1,2,2,1,1,1,2,1,0,1,0,1
22,0,1,1,2,2,1,1,1,2,1,0,1,0,1
23,0,1,1,2,2,1,1,1,2,1,0,1,0,1
24,0,1,1,2,2,1,1,1,2,1,0,1,0,1
25,0,1,1,2,2,1,1,1,2,1,0,1,0,1
26,0,1,0,2,2,1,1,1,2,0,0,1,0,1
27,0,1,0,2,2,1,1,1,2,0,0,1,0,1
28,0,1,0,2,2,1,1,1,2,0,0,1,0,1
29,0,1,0,2,2,1,1,1,2,0,0,1,0,1
30,0,1,0,2,2,1,1,1,2,0,0,1,0,1
31,0,1,0,2,2,1,1,1,2,0,0,1,0,1
32,0,2,0,2,2,1,1,1,2,0,0,1,0,2
33,0,2,0,2,2,1,1,1,2,0,0,1,0,2
34,0,2,0,2,2,1,1,1,2,0,0,1,0,2
35,0,2,0,2,2,1,1,1,2,0,0,1,0,2
36,0,2,0,2,2,1,1,1,2,0,0,1,0,2
37,0,2,0,2,2,1,1,1,2,0,0,1,0,2
38,0,2,0,2,2,1,1,1,2,0,0,1,0,2
39,0,2,0,2,2,1,1,1,2,0,0,1,0,2
40,0,2,0,2,2,1,1,1,2,0,0,1,0,2
41,0,2,0,2,2,1,1,1,2,0,0,1,0,2
42,0,2,0,2,2,1,1,1,2,0,0,1,0,2
43,0,2,0,2,2,1,1,1,2,0,0,1,0,2
44,0,2,0,2,2,1,1,1,2,0,0,1,0,2
45,0,2,0,2,2,1,1,1,2,0,0,1,0,2
46,0,2,0,2,2,1,1,1,2,0,0,1,0,2
47,0,2,0,2,2,1,1,1,2,0,0,1,0,2
48,0,2,0,2,2,1,1,1,2,0,0,1,0,2
49,0,2,0,2,2,1,1,1,2,0,0,1,0,2
50,0,2,0,2,2,1,1,1,2,0,0,1,0,2
51,0,2,0,2,2,1,1,1,2,0,0,1,0,2
52,0,2,0,2,2,0,1,0,2,0,0,1,0,2
53,0,2,0,2,2,0,1,0,2,0,0,1,0,2
54,0,2,0,2,2,0,1,0,2,0,0,1,0,2
55,0,2,0,2,2,0,1,0,2,0,0,1,0,2
56,0,2,0,2,2,0,1,0,2,0,0,1,0,2
57,0,2,0,2,2,0,1,0,2,0,0,1,0,2
58,0,2,0,2,3,0,1,0,2,0,1,1,0,2
59,0,2,0,2,3,0,1,0,2,0,1,1,0,2
60,0,2,0,2,3,0,1,0,2,0,1,1,0,2
61,0,2,0,2,3,0,1,0,2,0,1,1,0,2
62,0,2,0,2,3,0,1,0,2,0,1,1,0,2
63,0,2,0,2,3,0,1,0,2,0,1,1,0,2
64,0,2,0,2,3,0,1,0,2,0,1,1,0,2
65,0,2,0,2,3,0,1,0,2,0,1,1,0,2
66,0,2,0,2,3,0,1,0,2,0,1,1,0,2
67,0,2,0,2,3,0,1,0,2,0,1,1,0,2
68,0,2,0,2,3,0,1,0,2,0,1,1,0,2
69,0,2,0,2,3,0,1,0,2,0,1,1,0,2
70,0,2,0,2,3,0,1,0,2,0,1,1,0,2
71,0,2,0,2,3,0,1,0,2,0,1,1,0,2
72,0,2,0,2,3,0,1,0,2,0,1,1,0,2
73,0,2,0,2,3,0,1,0,2,0,1,1,0,2
74,0,2,0,2,3,0,1,0,2,0,1,1,0,2
75,0,2,0,2,3,0,1,0,2,0,1,1,0,2
76,0,2,0,2,3,0,1,0,2,0,1,1,0,2
77,0,2,0,2,3,0,1,0,2,0,1,1,0,2
78,0,2,0,2,3,0,1,0,2,0,1,1,0,2
79,0,2,0,2,3,0,1,0,2,0,1,1,0,2
80,0,2,0,2,3,0,1,0,2,0,1,1,0,2
81,0,2,0,2,3,0,1,0,2,0,1,1,0,2
