step,3to0,1to0,4to1,0to1,2to1,5to2,1to2,0to3,4to3,1to4,3to4,5to4,2to5,4to5
0,4,1,1,1,1,2,2,2,2,2,2,2,3,1
1,3,1,1,1,1,2,2,1,2,2,2,2,3,1
2,3,1,1,1,1,2,2,1,2,2,2,2,3,1
3,3,1,1,2,1,2,3,1,3,2,2,2,3,1
4,3,1,1,2,1,2,3,1,3,2,2,2,3,1
5,3,1,1,2,1,2,3,1,3,2,2,2,3,1
6,3,1,1,2,1,2,3,1,3,2,2,2,3,1
7,3,1,1,2,1,2,3,1,3,2,3,2,3,1
8,3,1,1,2,1,2,3,1,3,2,3,2,3,1
9,3,1,1,2,1,1,3,1,3,1,3,2,3,1
10,3,1,1,2,1,1,3,1,3,1,3,2,3,1
11,3,1,1,2,1,1,3,1,4,1,3,2,3,1
12,3,1,1,2,1,1,3,1,4,1,3,2,3,1
13,3,1,1,2,1,1,3,1,4,1,3,2,3,1
14,3,1,1,2,1,1,3,1,4,1,3,2,3,1
15,3,1,1,2,2,1,3,1,4,1,3,2,3,1
16,3,1,1,2,2,1,3,1,4,1,3,2,3,1
17,3,1,1,2,2,1,3,1,4,1,3,2,3,1
18,2,1,1,2,2,1,3,0,4,1,3,2,3,1
19,2,1,1,2,2,1,3,0,4,1,3,2,3,1
20,2,1,1,3,2,1,3,0,4,1,3,2,3,1
21,2,1,1,3,2,1,3,0,4,1,3,2,3,1
22,2,1,1,3,2,1,3,0,4,1,3,2,3,1
23,2,1,1,3,2,1,3,0,4,1,3,2,3,1
24,2,1,1,3,2,1,3,0,4,1,4,2,3,1
25,2,1,1,3,2,1,3,0,4,1,4,2,3,1
26,2,1,1,3,2,0,3,0,4,1,4,2,2,1
27,2,1,1,3,2,0,3,0,4,1,4,2,2,1
28,2,1,1,3,2,0,3,0,4,1,4,3,2,1
29,2,1,1,3,2,0,3,0,4,1,4,3,2,1
30,2,1,1,3,2,0,3,0,4,1,4,3,2,1
31,2,1,1,3,2,0,3,0,4,1,4,3,2,1
32,2,1,1,3,3,0,3,0,4,1,4,3,2,1
33,2,1,1,3,3,0,3,0,4,1,4,3,2,1
34,2,1,1,3,3,0,3,0,4,1,4,3,2,1
35,1,1,1,3,3,0,3,0,4,1,4,3,1,1
36,1,1,1,3,3,0,3,0,4,1,4,3,1,1
37,1,1,1,4,3,0,3,0,4,1,4,4,1,1
38,1,1,1,4,3,0,3,0,4,1,4,4,1,1
39,1,1,1,4,3,0,3,0,4,1,4,4,1,1
40,1,1,1,4,3,0,3,0,4,1,4,4,1,1
41,1,1,1,4,3,0,3,0,4,1,4,4,1,1
42,1,1,1,4,3,0,3,0,4,1,4,4,1,1
43,0,1,1,4,3,0,3,0,4,0,4,4,1,1
44,0,1,1,4,3,0,3,0,4,0,4,4,1,1
45,0,1,1,5,3,0,3,0,4,0,4,4,1,1
46,0,1,1,5,3,0,3,0,4,0,4,4,1,1
47,0,1,1,5,3,0,3,0,4,0,4,4,1,1
48,0,1,1,5,3,0,3,0,4,0,4,4,1,1
49,0,1,1,5,3,0,3,0,4,0,4,4,1,2
50,0,1,1,5,3,0,3,0,4,0,4,4,1,2
51,0,1,1,5,3,0,3,0,4,0,4,4,1,2
52,0,1,0,5,3,0,3,0,4,0,4,4,0,2
53,0,1,0,5,3,0,3,0,4,0,4,4,0,2
54,0,1,0,5,3,0,4,0,4,0,4,5,0,2
55,0,1,0,5,3,0,4,0,4,0,4,5,0,2
56,0,1,0,5,3,0,4,0,4,0,4,5,0,2
57,0,1,0,5,3,0,4,0,4,0,4,5,0,2
58,0,1,0,5,3,0,4,0,4,0,4,5,0,2
59,0,1,0,5,3,0,4,0,4,0,4,5,0,2
60,0,1,0,5,3,0,4,0,4,0,4,5,0,2
61,0,1,0,5,3,0,4,0,4,0,4,5,0,2
62,0,1,0,5,3,0,4,0,4,0,4,5,0,2
63,0,1,0,5,3,0,4,0,4,0,4,5,0,2
64,0,1,0,5,3,0,4,0,4,0,4,5,0,2
