1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
951.7384086342375,957.9225206179818,935.1714436493004,916.5086824318424,947.1601645007444,944.5661577702366,934.9888933372508,929.5760309951036,928.3751991855262,887.4355628989415,952.193971539112,937.0807283157416,808.6060260942122,938.3548058195468,915.737630624424,928.3749449592748,934.8316496472876,941.41190125664,943.1563519609596,935.2107848350254
971.3805370477678,982.0610505723716,953.6097676155952,978.9064138256214,984.7600611962516,972.865465892237,919.0153578451922,965.3218699776468,982.136007641934,919.568774636294,970.9945411010564,977.7026902022624,977.8573645488996,981.7839070546888,989.1470322431852,1021.4631552235406,933.33680495746,967.7881016851678,962.3858499817532,997.2751769194264
1031.7631098625347,991.8399645224868,1006.652755146986,1003.8769146977849,995.387876644993,997.1274727747872,1002.5758231785478,1035.93341574329,1002.7356002318896,1031.799365898143,1011.3987082570288,1020.004794038857,1027.5973571216396,1005.7340849707276,1034.183629511473,984.1943136835256,1003.1754629856854,1024.8383550609558,1019.8079588625864,1001.2592034424092
1061.485996955603,1044.5292833558449,1067.509716966548,1051.8470864992532,1042.114661868752,1024.4051320140454,1010.1874973404932,1042.5530216375896,1011.5177891495064,918.491390093836,1019.74341076863,1041.7691081011242,1063.7559680014156,1045.7421921081025,1056.299206734681,1020.5985980145708,1042.7197878487862,1029.4119621145653,1057.1924646757109,1023.3231931495365
1078.9449009743162,1069.0844953661426,1054.163136348786,1088.7367978890038,1078.1158769146066,1071.263862169262,1103.1533670205572,1055.1245586438897,1065.3709134173268,1035.1796306111237,1062.9910557083158,1076.9432171182043,1099.7776375617132,1082.0454968209635,1086.3994283970687,1086.1317851556162,1089.0732857324238,1096.4383054461196,1089.425941744702,1066.673909581808
1083.2816489907946,1096.989868150063,1125.5528155822972,1086.7529348208905,1101.4519904223,1082.204830248358,1094.3307733752415,1116.615546591439,1108.097648758282,1140.1957039092586,1091.5096125502548,1069.6288635636963,1086.0285445443756,1082.6368778821743,1113.7946733320605,1108.8261951442166,1138.8697235516363,1080.4976711733193,1117.4299358452463,1102.9792695372612
1116.081667915614,1128.5494590745104,1172.9321302101562,1146.431333475916,1123.3924792270384,1152.086914119251,1114.51107429713,1132.429591402779,1130.5403584230028,1004.6194766955686,1129.5841413626024,1062.3196025464122,1156.9566008129962,1107.9300711521005,1148.118695257587,1161.0441947936124,1115.2490450967648,1132.608312735539,1140.5978237103632,1127.518249892614
1185.1388219097312,1151.0195885631426,1173.217715983594,1159.1310218576536,1151.7821914173485,1171.5959018608082,1136.112523055185,1174.0770612894753,1168.6923705312308,1016.59149607519,1153.2764018249811,1172.0715983650546,1163.4684419354032,1151.48088786657,1148.7380759625598,1139.405060164022,1151.4369138132324,1166.1924162456924,1185.38748097457,1158.1940060758068
1178.433870847501,1181.9836703329388,1198.23024537299,1159.8459169187338,1182.4878132861886,1151.9257343551403,1175.9279186202498,1184.4664498199047,1134.6190438175652,1089.3809021072627,1157.6772711958936,1172.2341527291162,1073.765739999464,1173.315906486509,1147.827547693047,1188.8118266515305,1183.1365317979576,1193.3433435646018,1165.202095611862,1180.1120865102478
1203.6976060682323,1189.928573172597,1112.3134316021062,1159.50008570614,1175.9939392616814,1198.697017955405,1181.573409286523,1184.7638483848714,1190.7705699710264,1204.308633996999,1164.428957528146,1182.296821492569,1115.4123472416586,1180.496381918507,1174.8529971546998,1192.4906673628675,1190.4221444406317,1200.0317241700757,1214.8879240780757,1159.6193056211562
1159.7686355326675,1212.168746267285,1182.9288780438844,1178.3278919973438,1209.1059200977909,1190.2604111918029,1198.9327259201737,1192.0505271473075,1203.1106023177044,1203.3886581856054,1209.8308418259946,1233.0825453472048,1158.701331898341,1213.5214038485203,1168.675755110461,1217.979714047864,1204.03019273505,1225.8629839536163,1183.8533205120634,1213.6258902454522
1166.8668205671254,1194.043103465778,1205.401051122206,1213.1664908134856,1210.6876553860318,1229.396255010298,1191.9434969651595,1159.017860291723,1212.601976738044,1170.5646106767583,1216.136353471824,1120.0242564063074,1164.381798755693,1197.3029154226456,1209.3357780667868,1174.818199155717,1170.982820335861,1212.23997403185,1219.8099431023518,1173.113726953035
1181.3737761213165,1200.2712265899622,1210.872285662943,1205.114696886082,1212.2810862000365,1217.5387349129417,1188.6640505924288,1215.0526870997255,1169.895209302068,1187.0314618344769,1221.9143009426791,1228.2876641079552,1182.616302528547,1182.7686034027631,1148.9439087401006,1226.5710725821414,1190.118522500867,1181.2385479004547,1184.6656309048396,1194.4888064671125
1143.2430440073786,1241.4732927790435,1166.7902160447072,1241.992996166755,1218.116764281708,1232.1149848035243,1203.941549319874,1221.6897457676714,1220.6060546782778,1219.6608164162074,1186.7516290506017,1214.4858719744873,1209.629264344827,1203.6460397218132,1151.8305488198876,1245.8669409554802,1195.9530292565455,1169.353705264571,1186.8451176253582,1212.4400481489747
1118.3520531964457,1190.069513321342,1190.547062665465,1082.4619767725378,1223.085945512078,1249.5374998008451,1221.3505680486692,1145.0165317981978,1179.6592782690088,1097.2772956961371,1207.4771358270934,1218.1072880485583,1142.062501291822,1183.8607564316712,1121.6147721063237,1216.7505359706631,1210.0259641057448,1204.5447622355332,1212.1738411809963,1206.1547641958714
