1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.5228629514437527,0.42386715413769444,0.4318099928873564,0.4473672817365627,0.42954544091733887,0.45619433651652674,0.3925391899898869,0.40311544244868996,0.4149357307321472,0.34843223688884306,0.4178019045195237,0.42845228095513377,0.33881781052009635,0.42413822778633686,0.4157037938238182,0.45211058330087006,0.470348538941077,0.4436613672368246,0.39753841447482824,0.4116461943914582
0.4228212666593045,0.3918549973050254,0.43064863335696835,0.4068006740536544,0.37513564362540286,0.378858074897258,0.3971458207323143,0.4529327393156257,0.44589724056019675,0.3903858135826769,0.4195653348124389,0.4325147249680229,0.40316513176490315,0.42612835541321364,0.40926077577663894,0.3623666661270397,0.38887119388348884,0.37013209401509595,0.4249212477325105,0.4350993099470733
0.3451076976066064,0.40600952696696185,0.3623836618026994,0.38845482578428514,0.38076017699283626,0.41087559557684106,0.4193512224745108,0.40270818364933847,0.41931061212245063,0.37297790710744905,0.4272428694068662,0.38910076438310626,0.3658846229729087,0.4177627800470147,0.3378530163659123,0.36529249671287395,0.3843341267914411,0.35979610153530583,0.391212046939725,0.3937050657004706
0.33377974018332296,0.3398550303847535,0.33209849693413124,0.33519808411213325,0.3410540814779752,0.39869222917337477,0.34368264621272726,0.3891487716775941,0.4457484337255642,0.3151619393206683,0.34424073768348773,0.36545939864985744,0.3195859664344709,0.37155386575933214,0.3665063183386336,0.41466337750986126,0.4004584725977919,0.3532255934067673,0.35831595120934456,0.3777078358781748
0.31265591540253834,0.3738258774303073,0.33742345521629147,0.3145661788955112,0.32055706411887874,0.38453985054313977,0.32681105276146,0.3141913855482991,0.3541665748620523,0.2844650160214251,0.30358104227312055,0.3127789226316012,0.29713368738508356,0.32531156871531863,0.3460684996762944,0.34561635084148007,0.3068819331302128,0.3137890302120857,0.34397643832457875,0.35111690474362295
0.30306711361937566,0.3585503108876102,0.323190229317137,0.31491677002217217,0.34674193695216365,0.3634367729406672,0.2781014914423009,0.32266765128912445,0.30973604822254563,0.31091766037579277,0.322215866421015,0.2846220355099621,0.3103216196981203,0.38608867002014446,0.2988569673344664,0.319761360607803,0.35700389870351457,0.31436199003530507,0.30825690162188624,0.32520794162789335
0.29786947814858533,0.3038163511966351,0.3232938335126447,0.3072003122339462,0.3380849228793108,0.3304853152927637,0.3037341373174159,0.3671365342593801,0.3928242376191163,0.29044598700543695,0.2957459787714633,0.2622415552966406,0.2960039353979669,0.34041286315053193,0.3438080415477855,0.2983633645312385,0.3231708474951986,0.299926605422231,0.2909977172846801,0.3119835204409047
0.34472416926449945,0.3021761980600286,0.32592490068170055,0.2904211091034634,0.31638253213818873,0.34068605113459255,0.28671294106349254,0.34945438849127025,0.32280775054751143,0.2927851426061954,0.30015129766771176,0.29497652722231177,0.32386637431688586,0.3194635703526228,0.30499225278171804,0.32450586544035886,0.2924791398654411,0.309422411637439,0.33403890656810176,0.3372257309959027
0.3985879434398276,0.32964940208677407,0.30522278271853565,0.34403461570883237,0.34058249707785576,0.3190273053913685,0.29975072737547065,0.3210225973285076,0.3414722197609693,0.2959554624398594,0.31817181952199197,0.3634151671264669,0.3431087973838259,0.3061619712586371,0.32513489490606,0.2816921119353304,0.29340180280015543,0.3297182886273845,0.30133964849592293,0.3112011453408267
0.30857500344380906,0.3010372328502251,0.3770996804412777,0.3008154107948089,0.2964835789062695,0.4308781014820135,0.32903492729840644,0.3282775522669574,0.3421697041441404,0.2984962611621455,0.3589371032649079,0.40755423675284164,0.3927758190046012,0.29404213925824085,0.3375064831211818,0.3925612405551947,0.35206982641240414,0.31904553033033145,0.3207187741784455,0.3032854016438262
0.33372651741206694,0.3260724298847895,0.3849205642601451,0.31647342815461843,0.3490669832522897,0.3450045162556062,0.3118790934744987,0.42647008682674725,0.30813157660528867,0.41877606510405807,0.37772013687388534,0.3977303857107001,0.35804267642470455,0.2961138161992549,0.3839727238071513,0.34730750441218283,0.3642767277298259,0.4132271391632399,0.35531053911327415,0.35804390265195407
0.467150349032828,0.4268283095855939,0.5963211203103013,0.3681058355568446,0.35225723743778,0.3468943866904588,0.4059364999105884,0.45658305569009566,0.4314546839259198,0.4215623395295351,0.3273987218895701,0.596280221540122,0.5002063285535188,0.3770678198409273,0.3861037255874526,0.3906191886684023,0.4093398809831673,0.34240814776497197,0.3300229917927817,0.3975902761830287
0.5090968205001762,0.44430631993529823,0.39573086532163454,0.41109818895713424,0.3464188632372919,0.37274215658535925,0.40531890700321443,0.4744990225066565,0.40419433501572605,0.46669690792527,0.48658463522178347,0.3926043922306277,0.5767112266967459,0.41800294501866403,0.5194820048488328,0.3573790599798952,0.48597604276220824,0.40110032322872174,0.40952362471171677,0.46053572060346504
0.46355086366436665,0.4697260591756538,0.5011831519941384,0.4345596711340221,0.5585623566142212,0.36535891853718805,0.4826386108473207,0.4755831103280432,0.3648518596091724,0.5482653535717643,0.4778745168837393,0.3953125971009318,0.4237380934168387,0.37120389321350544,0.6131249394399173,0.4734039956269629,0.5204443957261122,0.4220303438013187,0.5138256428871403,0.48168872272756313
0.5492684473238592,0.5564894366154107,0.5562328574840762,0.717159293185007,0.40062056758901593,0.44459381000668297,0.43586089718401544,0.6292163237128351,0.4337066062794925,0.499719064358636,0.5155944585120873,0.4744946598494087,0.7317027779188808,0.7229058224354274,0.676280283031119,0.606731971176123,0.7126834245113851,0.48805456179896123,0.5557088879499219,0.4954364989711072
