step,3to0,1to0,4to1,0to1,2to1,5to2,1to2,0to3,4to3,1to4,3to4,5to4,2to5,4to5
0,13,9,12,9,8,13,7,15,10,13,9,11,10,11
1,12,9,12,9,8,13,8,14,11,13,9,11,10,11
2,12,9,12,9,8,13,8,14,11,12,9,11,10,11
3,12,9,12,9,8,13,8,14,11,12,9,11,10,11
4,11,9,12,9,8,12,8,14,11,12,9,11,10,12
5,11,9,11,9,8,12,8,13,12,12,9,11,10,12
6,11,9,11,10,8,12,8,13,12,11,9,11,10,12
7,11,9,11,10,8,12,8,13,12,11,10,11,10,12
8,11,9,11,10,8,11,8,13,12,11,10,11,9,12
9,11,9,11,10,8,11,8,13,12,11,10,11,9,12
10,11,9,10,10,9,11,8,12,13,11,10,12,9,12
11,11,10,10,11,9,11,8,12,13,10,11,12,9,12
12,10,10,10,11,9,11,8,12,13,10,11,12,9,13
13,10,10,10,11,9,10,8,12,13,10,11,12,8,13
14,10,10,10,11,10,10,8,11,13,10,11,12,8,13
15,10,10,10,12,10,10,8,11,13,10,11,13,8,13
16,10,11,10,12,10,10,8,11,13,9,12,13,8,13
17,9,11,10,12,10,9,8,11,13,9,12,13,8,14
18,9,11,10,12,10,9,8,11,13,9,12,13,8,14
19,9,11,9,13,11,9,8,10,13,9,12,13,8,14
20,9,11,9,13,11,9,8,10,13,9,12,13,8,14
21,8,11,9,13,11,9,9,10,13,8,13,13,8,14
22,8,11,9,13,11,8,9,10,13,8,13,13,7,15
23,8,11,9,13,12,8,9,9,14,8,13,13,7,15
24,8,11,8,13,12,8,9,9,14,8,13,14,7,15
25,8,11,8,14,12,8,9,9,14,8,14,14,7,15
26,7,11,8,14,12,7,9,9,14,7,14,14,7,15
27,7,11,8,14,12,7,9,9,14,7,14,14,6,15
28,7,11,8,14,13,7,9,8,14,7,14,14,6,15
29,7,11,7,15,13,7,9,8,14,7,14,15,6,15
30,6,12,7,15,13,7,9,8,14,6,15,15,6,15
31,6,12,7,15,13,6,9,8,14,6,15,15,5,15
32,6,12,7,15,13,6,9,7,14,6,15,15,5,16
33,6,12,7,16,14,6,9,7,15,6,15,16,5,16
34,6,12,6,16,14,6,9,7,15,6,16,16,5,16
35,5,13,6,16,14,5,9,7,15,6,16,16,5,16
36,5,13,6,16,14,5,9,7,15,6,16,16,4,16
37,5,13,6,16,15,5,9,6,15,6,16,16,4,16
38,5,13,5,17,15,5,9,6,15,6,16,17,4,16
39,5,13,5,17,15,5,9,6,15,6,17,17,4,16
40,4,14,5,17,15,4,9,6,15,6,17,17,4,16
41,4,14,5,17,15,4,9,6,15,5,17,17,3,16
42,4,14,5,18,16,4,9,5,15,5,17,17,3,16
43,4,14,4,18,16,4,9,5,16,5,18,18,3,16
44,3,14,4,18,16,3,9,5,16,5,18,18,3,16
45,3,15,4,18,16,3,9,5,16,5,18,18,3,16
46,3,15,4,18,17,3,9,4,16,4,18,18,2,16
47,3,15,4,18,17,3,9,4,16,4,18,18,2,16
48,3,15,3,19,17,3,9,4,17,4,19,19,2,16
49,2,16,3,19,17,2,9,4,17,4,19,19,2,16
50,2,16,3,19,17,2,9,4,17,4,19,19,1,16
51,2,16,3,19,18,2,9,3,17,3,19,19,1,16
52,2,16,2,20,18,2,9,3,17,3,19,20,1,16
53,1,16,2,20,18,1,9,3,17,3,20,20,1,16
