0to1,0to3,1to0,1to2,1to4,2to1,2to5,3to0,3to4,4to1,4to3,4to5,5to2,5to4
10.941813987330134,11.148357168460095,11.461956474451569,11.264426611634029,10.723858965461599,11.032465977992208,11.014106944177444,10.894326668296465,11.218957715502016,10.909546848721282,11.204651841484807,11.201077716005724,11.07089494525573,11.122268014113748
10.587716562129911,9.684429828911515,10.247558527658077,11.442901108450505,9.39684642136215,9.419409571022308,11.211148171946231,10.460407279090258,9.83046651995723,10.509413875188283,10.821691549845616,9.872705314260232,9.241886892476737,11.28370569548064
9.330374411922957,9.879201485950167,10.53671675618169,8.916411460522296,10.253649041520129,9.929104804675104,8.127774890255429,9.28509876690125,10.081048788031266,9.012462199026906,10.019815489540935,10.4447967481953,9.832552759979363,8.40577027999219
9.021229036740689,8.125717308507463,8.675685512460161,9.648144254495552,9.128383074540395,9.012679562088563,8.796201983432017,8.712261461743315,8.422954403823454,8.473837776749486,9.450655791472299,9.552499195963792,8.808548840000075,8.971830012755357
8.321841649805915,7.757142357566706,8.094202342143143,10.19261625993161,7.283140989069666,8.043976255559187,9.55666607371234,8.066721019100637,7.922493378560397,8.052203038782478,8.767843786625459,8.376939350913846,7.860342641669283,9.875402877857692
8.861749463596654,7.997373624440019,7.383146303123983,10.693130619441831,7.420346727448493,8.338752264777588,10.113539263998753,8.560451480824803,7.901201357318322,8.662580511089702,9.311277594639977,7.092136615842772,8.614806323998238,10.232183388157626
7.60648223556724,7.992039747982572,8.498250395097674,7.950495554086899,7.938134303614561,7.726544477032119,7.790221591485344,7.891490029702179,8.241305465627262,7.714752159913427,7.831142615651094,7.715924629549519,7.51740827088107,7.849057268232918
8.448722730553879,9.283690370153934,6.513363920091948,10.413664506044183,8.177396447932965,11.639245813673286,9.760926857174534,8.179156123273899,8.717254091105117,8.21683840253253,8.924221945544234,6.495885757752962,11.82624806662423,10.002631420447988
8.402968417304818,8.510517127518032,8.027628818302727,7.388374381418418,9.954461076991226,7.830933277713455,7.706163737914966,8.396603347650629,7.822305656120693,7.593436537197401,7.194513264364109,7.473663998037078,7.804966154101289,7.773224098717912
9.582688813109236,8.310245831368515,8.865080058546818,11.938214411432446,8.844342874905342,8.170796656385471,13.750209800419613,8.716724830908555,8.447800594763638,7.937250209542905,7.411455232723642,8.33254850970978,7.907493197383522,12.280962756324206
9.398744419690678,9.770063072695306,6.707214970959755,9.528294192678048,12.977045871674939,13.091357097973713,9.206026926844054,7.8218518267735035,8.65454452232403,7.912572077958525,8.018552598678752,8.124035012780835,13.409670706040638,9.393641998713811
16.784884641976078,8.715050532141381,8.952316770286648,14.377195461331578,9.782373672410325,9.296715584907751,13.885185174614467,14.2208866187106,8.990091360307005,11.061560900503851,7.670032232295014,10.048915176387062,9.27500389937025,12.554851643001513
8.816578613296908,15.976759795263732,11.614354958890791,10.318448752921471,10.198518094965236,13.954670257659261,9.69161426755683,8.43142074491469,15.327807794260005,8.882033438351828,9.11250943605669,13.165417907026981,14.662381351229714,10.02108895169471
12.255542383391733,9.427266942226682,7.228743797430429,7.4080436613784135,13.292742890598447,12.431549872088445,9.124172973176497,12.316828605160051,9.095179956682795,10.541357102174063,7.508090673104285,8.21478371934134,12.039130634910665,9.344884161935877
19.88978341315516,9.724017539634074,10.02951730310753,16.578836603064495,9.208638191032012,9.240202643280552,16.104119569573218,19.21019665004326,10.030164826384683,12.640701158471305,15.146890792062464,10.07400046323869,9.606289733525866,15.366361710639973
