0to1,0to3,1to0,1to2,1to4,2to1,2to5,3to0,3to4,4to1,4to3,4to5,5to2,5to4
11.812849924270322,10.786543787928036,11.227416869233792,11.804331342538823,10.575418321119344,9.859977214307682,11.732578185926949,11.803999378741652,10.812266244101341,11.637254391727362,11.8666938389202,10.256588375825128,9.728231722386369,11.747861110290104
10.54537187585151,10.139788086762191,10.505777775427514,10.073996702181095,10.485939665412284,10.670411904993276,9.506587973026331,10.533228427747645,10.21660945062826,9.091699291111647,11.060951425824292,10.770389830972281,10.47113091631781,9.64918468634066
9.876683586440677,9.048867320155477,9.691825157775439,9.316675897431324,9.914833623302902,10.186232146055445,8.623879895061412,9.828446051018329,9.277326231193985,8.001021268146545,10.530114022807794,10.299716792222979,9.96639612787781,8.82851535272683
7.808912699957373,9.260497010900057,9.813644933911604,8.427698341382024,8.793236441214981,11.196143006509976,7.820307354005411,7.654521205724685,9.517850562670825,7.891324082673185,7.854015915440966,11.4180333293922,11.11335281941903,8.001281064096341
7.563990819078981,9.276604886607073,9.78269264228072,7.421784077220846,8.539867992734626,11.115967834106435,7.714624150130567,7.590414715649966,9.484629893792494,7.531407954544607,7.166339635949289,11.42560288708361,11.107558417582146,7.629131419907657
10.620506976808802,8.69538067660704,8.345242277289897,11.249858962078887,7.949257603351676,11.699666538457885,10.935332489991636,10.585877090623043,8.412471059880879,11.061259140702644,10.91033882761362,7.648179739868391,12.918840918080331,10.982769707339058
8.528520622007079,7.858377002353038,7.821130694045032,7.581405733034533,8.108482595405876,8.304905805874288,7.426104826144652,8.404661140634339,7.505041298280036,9.155869544238335,9.043117444283864,8.368116700375964,8.048906647627504,7.514650964024285
8.292423677336105,8.00640980714827,7.553581402222393,7.680453675836256,7.612495225322349,7.992189117437655,7.8860153859009605,8.425008644901599,7.84139409373954,10.83498838639587,8.816846337173702,8.099149159702586,7.690016225961786,7.939423516715667
8.464760966632326,7.7169639107617956,8.370784882886165,7.571264065897817,8.548866903475181,10.893255538277904,11.388958317403553,8.7146224244083,7.729039411351337,12.865932517915503,7.132803157867802,11.040731416995081,10.858908498453138,12.802448498453549
8.475125420245348,7.707136851285595,8.375265475062733,8.638237371645264,8.315364560725993,10.884643667928582,14.394970842469794,9.53352209603332,7.456992721227803,12.557442609420475,6.815301199832949,10.960261716258827,10.744658817808554,13.446831737542409
11.207818530928408,14.40701991700188,8.20080706055474,11.131881641882872,12.764383468594687,12.662357240612385,10.895494053353739,11.153171048829316,17.57886872861214,10.56032022873044,11.35337969260451,15.177162046238347,14.103431977910752,10.870453471068567
11.235920473592223,13.705268338205649,9.706444262561972,11.33103698304401,17.77493731822047,14.843930229783036,10.975020415065801,11.137737133028613,18.586434748672662,10.867353771733026,11.38843689401179,16.556431096908135,15.763044841231237,10.977161412071277
14.112776622621078,8.730591121644245,9.195126921968566,13.029172089328368,8.765831937446414,11.055322800453283,15.594328164075838,15.022233278266807,8.745451960876578,9.696051223737081,13.191535375215258,11.185511193801858,10.7702252014008,15.454471341474106
13.32538098684028,8.366250520859255,8.4122669424544,10.400915205457215,9.065257586583577,8.792852387656188,15.490146050527306,14.318400011484833,8.854346227198885,9.098015400197024,13.029055529853267,8.577639224557458,9.115703897974942,15.709647835362546
20.101862854527244,8.875567061696207,8.992034845721333,17.64254907886046,9.612738816568125,10.904501017673594,17.88935850660324,15.671522722583292,7.366553166546452,16.725082873071546,8.718453507105234,11.250954053373034,10.940208478614817,17.313687225236954
