0to1,0to3,1to0,1to2,1to4,2to1,2to5,3to0,3to4,4to1,4to3,4to5,5to2,5to4
636,95,95,334,562,120,341,642,94,235,639,120,120,341
538,843,841,553,482,870,553,542,839,463,539,874,876,548
1304,159,159,2094,409,302,2098,1307,157,1052,1308,303,304,2084
957,1442,1438,120,1981,2240,119,965,1441,323,959,2253,2256,119
280,2507,2497,57,1591,2637,57,283,2499,1212,281,2658,2652,57
3056,467,466,1655,2795,618,1660,3061,467,1236,3062,616,619,1651
2149,113,111,3367,516,115,3361,2154,113,1737,2150,115,115,3360
2423,1482,1481,1247,3288,2662,1250,2432,1477,918,2412,2668,2670,1240
3159,488,490,1673,2918,666,1682,3160,484,1264,3166,665,669,1679
2540,1521,1517,1328,3422,2738,1331,2544,1518,1001,2526,2740,2734,1323
403,2738,2729,180,1910,3033,180,407,2742,1384,399,3040,3034,180
1153,183,182,646,1102,282,653,1162,182,505,1171,285,286,661
1153,1712,1712,138,2341,2678,138,1156,1704,366,1149,2671,2678,137
1773,934,927,981,2268,1729,989,1757,932,697,1739,1755,1738,984
211,1575,1572,83,1090,1787,83,215,1577,745,215,1780,1784,83
