0to1,0to3,1to0,1to2,1to4,2to1,2to5,3to0,3to4,4to1,4to3,4to5,5to2,5to4
11.08856780652939,11.116770134451023,11.381194908952027,10.960296153744103,11.456941088751007,11.204257137356318,10.555231057000443,10.94785452345192,11.169066388915414,10.855190617088828,11.340204054601486,11.477499069435332,11.22313833114428,10.530421971074517
10.972137622177366,9.05478413755832,9.665857563840078,11.878913315432332,9.443715582333047,9.389329724036038,11.833056137598417,10.799803444713447,9.300534225994165,10.200504235902589,11.054258475557935,9.748949641428615,9.159759531050291,11.86264520810318
9.407945755229106,8.988264299135352,9.6943078831515,11.827380277230551,7.662165069714667,8.427043003199746,11.704527158326389,9.126876038504207,9.137546619428118,10.604083919781933,9.596603299547652,8.941029011124938,8.24677749858156,11.7334358802337
8.502674102239183,10.315393534799231,10.902563286779042,7.998728982365469,8.508381841193751,9.171530782202549,7.628800779502198,8.34555290758697,10.381928604818834,8.865440566855346,8.951640333853156,9.51487402847656,8.965322266005463,7.849101916072239
10.067586922616782,7.924437421321746,6.956860993931738,11.666811913381574,7.590156315181453,7.687672541875799,11.576977133758,9.86083054874746,7.791172982577428,8.216467286289568,10.34615315521238,7.39275522236316,7.64684444722135,11.598952012047372
8.155765908579987,7.901108600133978,8.528926713771721,7.2363930087978074,10.503832908885107,9.964415531725326,9.468920529817536,8.17516485732517,8.205490817468236,7.90380035172954,8.545198404822312,10.434158572262122,9.889847926030004,9.05154061779295
7.810288570568667,9.29114400323711,10.029979838242724,6.7636755293750355,7.5082311720759725,7.738132849725443,8.693891840443687,8.095585381346222,9.39105169829237,7.95695535016029,7.367455508292308,8.066663415977306,7.494811345932005,8.228408446082119
7.9892123238499275,7.5632246356226185,8.177220486747858,6.78148633331137,10.251814115885376,9.817337566208513,12.591150587262117,8.486524534028442,7.762951615060974,9.298091823355778,7.983182434203655,10.097644763893102,9.491207580352109,12.307459634980187
8.108054938694538,7.575060527810982,7.71841276141381,7.097503207310144,9.051409491221673,8.317223454975824,12.657558172447358,8.726351624056107,7.657944516789229,8.013612654588302,7.4489492920515685,8.209348411008838,8.069094882464961,12.050268028369972
13.14940323107225,10.170986743346653,10.706154636988536,10.204996760846566,8.336971432520725,9.711958745107326,13.678536999417899,12.48489481110852,10.382654991218127,7.64118754586688,6.656845799626127,9.84476134804699,9.226023917882141,12.191784346663763
9.730070583277161,7.886332156895808,8.118030042921607,13.075216471545614,9.718601877042008,8.337399474656351,14.100176941364168,9.0875680281727,7.684342609054683,11.254414896682396,8.169408084093023,8.764311090376065,8.301449913519123,12.759177542285222
7.5607044351406545,10.634761628211931,7.556896335283568,11.720295767978252,13.91174959841101,14.324364760008654,11.585083301863268,7.948042288653365,14.79592551271389,9.536437280242554,8.693249015439765,14.746015936516546,15.540573484341632,11.582770192546052
16.134049570878215,10.383330700909243,10.97574543153119,14.308229683181168,9.229440009496182,9.671505214345444,15.254644575050285,16.22738007881193,10.706873980973366,8.760872292947393,13.12199306507971,10.094600272753086,9.603335832465254,14.570516920594594
17.45755702649524,10.717877318864133,11.076113728800971,15.88554505062875,9.107046282961342,10.064946950238292,16.26760114802152,17.339147512044658,10.944809343042735,9.313321271765036,15.741968731882158,10.481288438609699,10.183553843766374,16.033667966015898
21.659158134865518,9.382737695719019,9.186619448354705,19.299241499200026,10.155468991850865,8.40865918760734,19.78036858436499,12.329333261237878,7.885822890901537,19.63319364975777,10.031039427696413,9.922243160361136,9.328376004905081,19.620735664087626
